,text,label
28504,"A wealthy young man, raised as a SON OF THE GODS, must confront his Chinese heritage while living in a White world.<br /><br />Although the premise upon which this film is based is almost certainly a biological impossibility and the secret of the plot when revealed at the movie's conclusion makes all which has preceded it faintly ludicrous, the story still serves up some decent entertainment and good acting.<br /><br />Richard Barthelmess has the title role as the sweet-natured Oriental whose life is terribly complicated because he looks Caucasian. Barthelmess keeps the tone of his performance serious throughout, gazing intently into the middle distance (a mannerism he developed during Silent Days) whenever his character is indecently misused. He makes no attempt to replicate his classic performance in D. W. Griffith's BROKEN BLOSSOMS (1919) and this is to his credit. Beautiful Constance Bennett is the millionaire's daughter who makes Barthelmess miserable. She is gorgeous as always, but her behavior does not endear her to the viewer and her terrible illness in the final reel is kept mercifully off screen.<br /><br />Multi-talented Frank Albertson has a small role as Barthelmess' improvident buddy. Serene E. Alyn Warren and blustery Anders Randolf play the leading stars' very different fathers, while Claude King distinguishes his brief appearance as the English author who befriends Barthelmess.<br /><br />Movie mavens will recognize little Dickie Moore, uncredited, playing Barthelmess as a tiny child.<br /><br />The original Technicolor of the flashback sequence has faded with time to a ruddy tint. The shot purporting to be the South of France instead looks suspiciously like Avalon on Santa Catalina Island, off the coast of Southern California.",1
16345,"I am of ""the Christopher Reeve Generation"" it is fair to say that he was the best actor to play Superman yet, but that doesn't stop me from enjoying other actors in the role, and George Reeves makes a pretty good bid to knock Chris off the top, though he just barely falls short. That doesn't stop me from enjoying this film, it has a lot going for it. It has all that a movie needs, a plot with beginning, middle, and end, plus all those parts are intelligently written. The film is edgy both in acting and storyline, something a film-noir but with tights. The story is both exciting and meaningful, this is a movie with a message that isn't too preachy. I am still amazed this was shot over 12 days, oh the glory days of Hollywood, when we didn't have to wait 5 years just to see if the movie would fall into development hell... The film is polished and expertly made, directed by Lee ""Roll'em"" Sholem, best known for directing with both speed and efficiency. It never lets the constraints of technology slow it down, in fact there is some creative things done to create the effect of flight, including putting a camera on a boom on a truck and shooting high and traveling fast to make it look like we are seeing it from Superman's point of view, also a few closeups of George in process work, and a long shot of an animated Superman. <br /><br />This is now available on DVD as an extra feature on the first season of the George Reeves Television series. A DVD worth owning in its own right, the inclusion of the film as its original whole, is icing on the cake.<br /><br />Give Blood Today God Bless!",1
32219,I first watched this movie in Istanbul Film Festival back in 1994. It was so good I took couple of friends with me and went to see it again the same week. The characters are very well played and the humor here and there is amazing. It sure is a very powerful gay movie. Some scenes make you feel you're watching an episode of Friends with much more sophisticated lines. I guess I'll put it in my VCR and watch it again tonight...,1
45166,"Having broken into a secret database file for matching DNA serums,federal agent Frank Poo (Andy Garcia)discovers the only person who can save his son's life is a psychopath,played by Michael Keaton . However,when a serum transfer at the local hospital goes terribly wrong,a certain Mr.Poo has to do everything in his power to ensure the madman stays alive in order to make the inevitable transfer possible. By the way,his name is'nt really Poo,I just feel like calling it him. Despite the original concept at hand,this is an implausible and turgidly unexciting action thriller.I've never been a big fan of Andy Garcia,and granted his charecter here is'nt that attachable,this movie winds up all the worse.The action sequences are handled pretty disappointingly,and the ending sucks pretty bad. Having done a great villain in Pacific Heights,Keaton's psychopathic bad guy here is a let down,providing a madman too funny and charismatic to be deplored.Brian Cox is also wasted as Garcia's firm and frank superior.",0
28326,"This movie is awful, just awful. Someone bought it for me as a Christmas present because they knew I liked a good horror flick. I don't think they understood the ""Good"" part. All I can say is next year this person is getting slipper socks from me. Avoid this movie-- it makes you bitter. Peace.<br /><br />",0
15605,"It really was that bad. On a par with the (mercifully!) short-lived ""Dirty Dozen"" TV series that starred Ben Murphy and was made at around the same time (also on the cheap in Yugoslavia).<br /><br />I was embarrassed for the cast members of this film - and for Telly Savalas in particular. He was waaaaaay too old and fat for the role (pushing 70 when he made this garbage), and the reviewer who draws parallels with Telly the Greek in this and John Wayne in ""The Green Berets"" pretty much sums it up.<br /><br />Other reviewers have pointed out some of the many laughable howlers that this crime against celluloid contains, so I won't repeat them here. But I will add that I'm amazed that no-one's yet mentioned the ridiculously tiny-looking helmet that Savalas wears on his big, bloated head. <br /><br />I'm also astonished that this trainwreck of a film has a rating as high as 4.7 here at IMDb.<br /><br />As far as I'm concerned, it's a ""1"" right across the board. If you want a good example of why flogging a franchise to death really is a bad idea (especially 20-plus years after the original) - look no further than ""The Dirty Dozen - The Fatal Mission"".<br /><br />Awful - avoid!!!!",0
2632,"this is a wonderful film, makes the 1950'S look beautifully stylish. Kim Novak is intriguing and compelling as a modern-day witch with one foot in Manhattan and another in infinity. All the supporting performances are terrific, from Jack Lemmon as her bother Nicky to Ernie Kovacs as the author of Magic in Mexico who is working on Magic in Manghattan, to Elsa Lanchester as the slightly batty as well as witchy Aunt Queenie. And then there is the cat- I have no idea how many witches (besides me) have named a cat Pyewacket but suggest a zillion. Jmes Stewart looks out of place, but only just as much as his character is out of p;ace in this weird sub-world of magic and witchcraft. Perfect. And it has the perfect romantic happy ending, which we believe in because movies of this vintage do have those happy endings. Gillian and Shep certainly have as much chance to be happy ever after as Rose and Charlie Allnut in The African Queen (another great film)",1
10395,"This is a most handsome film. The color photography is beautiful as it shows the lavishness of the Metropolitan Opera House in brilliant color. Other indoor scenes at various mansions, etc are equally brilliant. As for the music, what more can be said other than that Lanza's voice was at its' peak as he sang so many of the worlds' best known and beloved arias. The marvelous Dorothy Kirsten is also a joy as her soprano voice blends with that of Lanza in delightful harmony. Of course, Hollywood took their customary liberties with the life story of Caruso. There is precious little in the story line that relates to actual events. For example, the facts relating to his death are totally fabricated and bear no relationship to the truth. There are some very good web sites that tell the true story of Caruso and contain several pictures of him. These web sites can be located by using any good search engine. There are also several books available concerning his life history. But, the fictional story line does nothing to mar this beautiful film. The voices of Lanza, Kirsten, and the chorus members are the real stars of this movie. Enjoy, I know that I sure did.",1
15451,"Starring an unknown cast which seem likely to remain that way, this ""film"" is yet another cheap slasher flick which amazes me how this was released. I have no problem with horrors and slasher flicks in particular, in fact they are my favourites. But when they are done THIS BAD, it really does take the monkey and its no wonder the genre has such a hard time. The story is as clichéd and without imagination as possible with a bunch of people in a cabin out in the woods being slashed and hacked up by this zombie/ghost guy. Its not the story that sucks the most, its the atrocious acting and dialouge, home made directing quality and an awful soundtrack. Not to mention laughable effects and some incredibly lazy film making - these morons are outside in clear daylight yet we are meant to believe it's night?? What the hell was the director thinking with this move? What, he had only one day to film all this in? He was scared of the dark? ( Is hilarious seeing a cop walking around in pure daylight with a torch acting as if its pitch black, though)<br /><br />I guess the positive side for the actors is they look like people who work in the local supermarket so at least they could possibly escape from this film without ever being noticed. Im sure one of the ""teens"" plays bingo down the local pub - but she's 40-45.<br /><br />Anyway, good for a laugh but just another waste of film and time.",0
1850,"Please, be warned: this movie, though a pretty bad storyline, was one of the most gruesome movies I have seen...EVER. Just remember that before you settle on your sofa to enjoy the movie.<br /><br />So, it officially begins with a party. Just your average party but there's some guy there. He's pretty into Kate...if you know what I'm saying. Memorise his face; it'll help later.<br /><br />So anyway Kate goes of to find George Clooney (didn't I say the plot was bad?) and so takes the tube. That's London underground at the middle of the night, but she's just stupid like that. So the timetable says the next, and last, train will come in 7 minutes. Now Kate, dumb party girl that she is, decides that she can have a nap in the spare 7 minutes. Typically, she misses the train and finds herself locked in the London Underground. Alone. Well, almost...<br /><br />So the movie just carries on from there. Blood, guts, limbs, even certain parts of the body I shall not mention are slashed and gashed and eventually amputated from the body.<br /><br />In short, it's a typical horror; pretty but thick damsel in distress-type women and sick, weird psycho. Or as the case may have it, Creep.<br /><br />I'd say give it a go if you're into Saw, Hostel or the Texas Chainsaw Massacre but for the rest of us, Scream with satisfy out horror needs thankyou very much.",0
39462,"There is a complete copy now available at the Internet Archive - watch it or download it today!<br /><br />http://www.archive.org/details/The_Mascot_Complete<br /><br />One of the greatest animated shorts ever made. Starewicz is endlessly inventive and his techniques still astound animation fans 70 years later. We may have computer-generated techniques now, but all he had in 1934 was an imagination that wouldn't take ""no"" for an answer. Whatever he wanted to see on the screen, he created. <br /><br />And he wanted to see some truly bizarre stuff - every imaginable piece of scrap is called up for service: old shoes, chicken bones, utensils, broken glasses, dolls, monkeys, rats....seems like there was nothing that was off limits.<br /><br />A truly eerie, even unsettling film that should be seen by anyone with even a passing interest in animation. This film must be seen to be believed!",1
23070,"Jafar Panahi's comedy-drama ""Offside"" portrays some women trying to enter a Tehran sports arena from which women are banned. The official reason: lots of foul language, and the soccer players have their legs showing. But of course, it's really a case of sexism. So, most of the movie consists of mild comic relief as the women try to ask the men serious questions about why women are banned from the stadium, and one woman even comes up with her own scheme to defy the men.<br /><br />As I understand, all of Jafar Panahi's movies (this one included) are banned in Iran. The real tragedy is that the CIA's 1953 overthrow of the prime minister and subsequent backing of the brutal shah gave Ayatollah Khomeini an excuse to use his narrow interpretation of the Koran to establish a chauvinistic society, and that George W. Bush's current policy towards Iran gives Mahmoud Ahmadinejad an excuse to act the cowboy and tighten censorship.<br /><br />Above all, this is a neat look at people coming up with ways to challenge the system. Not a great movie, but worth seeing. Considering that all Jafar Panahi's movies are banned, I wonder how he's able to even make them.",1
47508,"Having seen this without knowing all the hoopla surrounding the lead character, indeed without even knowing that it was based on real-life events, I must say I am impressed. ""Murder in Greenwich"" is an above average production for a made-for-TV movie - the acting is uniformly great, Christopher Meloni in particular putting in a stand-out performance and the teen actors excel in what are difficult roles. The idea of the dead girl narrating the movie is a stroke of genius which elevates the movie from merely good to excellent. The script is exemplary for what is essentially movie-of-the-week fodder and the cinematography is beautiful.",1
24156,"First off; I'm a dedicated fan of Modesty's, and have been reading the comics since I was a child, and I have found the earlier movies about our heroine unsatisfying, but where they fail, this one ROCKS! <br /><br />Well then, here we go: Ms Blaise is working for a casino, a gang of robbers comes along and she starts gambling for her friends lives. If the robber wins one round, she'll have to tell him about herself. If she wins two times in a row, one of the staff members goes free. (Sounds stupid, yeah, well, I'm not that good at explaining either..) ;)<br /><br />She tells him about growing up in a war zone, without parents or friends, about her helping an old man in the refugee camp and how they escape, living by nature's own rules. They hunt for food, and he teaches her to read and fight. As they approach civilization they get caught up in a war, and as they are taken for rebellions, they are being shot at and the old man dies, which leaves her to meet the city by herself.<br /><br />Then she meets the man who's casino she's now working for, and there the story ends. <br /><br />What is to follow is that there's an awesome fight and the line's are totally cool. Alexandra Staden is a TERRIFIC Modesty Blaise! Just as modest and strong, graceful and intellectual as the comic-one.<br /><br />Feels awkward though, too hear Modesty speak with a slightly broken accent, but that's not relevant since the comic book- blaise can't speak out loud, but certainly must have a somewhat existing accent. (Not to mention that it's weird everybody's speaking English in the Balkan..)<br /><br />The acting is really good, even the child who personifies the young Blaise must have a applaud! <br /><br />My favorite part must be where she rips up her dress to kick the stupid robber's ass! Totally awesome! :D I can't wait until the real adventure begins in the next movie/s!<br /><br />Watch it, you won't be disappointed!",1
49397,"Since watching the trailer in ""The Little Mermaid II: Return To The Sea"" DVD, I had a feeling that this movie is gonna be great 'cause I am a huge Disney fan. And guess what? I'm right! This movie is a very worthy successor to the original classic ""Lady and the Tramp"".<br /><br />It tells the story of Scamp, Lady and Tramp's mischievious son Scamp, who wants to be wild and free instead of living a housedog life. Though the movie might not be as good as the first one, it has a great moral that you couldn't find anywhere else until you watch it.<br /><br />I admit that the movie isn't for everyone, but those of you who hate it, all I can say is that you don't have a spirit for this and I suggest that you shouldn't go see it again. But hey! It's really an awesome story, packed with brilliant animation, music, and star-studded voice talents featuring Scott Wolf(Party of Five) and Alyssa Milano(Charmed). So if you haven't seen the movie, why standing there? Go and grab the copy!!!",1
14895,"I don't remember when I first heard about this movie, but I rented it about six years ago, and it still remains one of my favorite comedies. I will admit, you probably will despise this movie if you know nothing about rap music. But if you are a rap fan, even a casual one, you will love the inside jokes and references. One of the best lines in the movie is about the difference between a b**** and a h**; I still use this line today and get lots of laughs with it. One of the best performances comes from Larry Scott, who played nerd Lamar in `Revenge of the Nerds'. It is unfortunate that this movie will likely never get a DVD release.",1
25225,"Of course, how could he. He obviously co-opted several aspects from that excellent movie, which was also based on the sensational French case of the self-described ""doctor in the World Health Organization"" who murdered his family and himself when finally unmasked as a fraud. Emilio refers to his son as ""monster,"" he sings to the radio in his car, he hangs out on park benches, and he specializes in investment schemes to defraud his family and friends -- all of this and more directly lifted from ""Time Out,"" which came out the year before ""Nobody's Life."" It's too bad because this movie is pretty good on its own, with good acting and writing. Whereas Vincent from ""Time Out"" is a much more subtle character who seems to have a sense of ethics even though at times it gets twisted into knots, the protagonist here seems devoid of any character at all save for his winning looks and charm. Seriously, the part where he used X-rays that show his mother-in-law's cancer to bilk more money from his father, then utilizes a subtle twist on the same scam to avoid eviction from his fancy home for failing to pay the lease on time -- it's almost too much. The guy has no shame whatsoever, In fact, he's more like the lead in ""Stepfather"" than some poor schmuck who gets fired and is so humiliated that he can't face the disappointment of his family and friends and feels forced to invent a shiny new life for himself, as Vincent did in ""Time Out."" Thus, one could feel the tension mounting in ""Nobody's Life"" and the violent conclusion coming. One thing ""Nobody's Life"" has that ""Time Out"" definitely lacked was a love interest apart from the protagonist's trusting wife. It's not hard to understand how the sexy babysitter was able to fascinate and ensnare Emile to the degree that he ignored the danger of her natural curiosity and allowed it to lay bare his less than carefully constructed con. Given the reservations mentioned, this is a pretty good movie that we found entertaining. If you long for something touching on similar elements that goes a might deeper and is more intellectually and spiritually satisfying, I strongly suggest ""Time Out.""",1
33683,"Before this was shown on MTV or VH1 it was at my local theatre playing just before the main movie. I remember this short movie more than the film I saw that day. It was the first time I had ever a music movie like this, but I will tell you that seeing on the big screen from a 35mm print in a darken theatre gives it a much better impact than seeing a cropped pan and scan version on VH1 at Halloween.",1
8278,"This early Anime movie was a rather good film that I caught once on the Science Fiction channel when Anime was actually popular here in America and not the ratings disaster that adult swim claims it is on the cartoon network. I quite frankly think it has less to do with it being less popular and more with the fact people would rather now buy dvds are watch the episodes uncut on the internet. This film though probably did not have all that many cuts and the voice work was okay for a dubbed movie, though I would rather watch the original Japanese version. Americans tend to use some rather annoying voices for children in anything dubbed. This film features a young boy who boards a train called the Galaxy Express in the hopes that he can make it to a planet that has the technology to turn him into a robot. He wishes to become a robot to avenge his mother, who was brutally murdered at the hands of a robot who hunts humans for fun. During the course of his adventures he becomes friends with the various workers aboard the train as well as a woman that resembles his deceased mother, a beautiful woman named Matel, who as with most woman in Anime movies has a secret that could either be really good for our young hero, or really bad. He goes from planet to planet too as the train makes various stops and he runs into a space pirate named Captain Harlock who apparently starred in his own animated cartoon series, so basically the Galaxy Express takes place in that universe. All in all a very good ride with a rather strange and unexpected ending. There would be a sequel to this one, but it was not quite as good as this one, however the ending was a bit more final than it was here.",1
38287,"Both Jackie and Candice are terrific in this movie. They are well-suited to their roles and have several chances to shine. In particular, the way Candice pronounces the words ""Puerto Rican"" is very funny, as she is being kind as she can be but condescending at the same time. I had seen the original of this movie, called ""Old Acquaintance"", starring Bette Davis and Miriam Hopkins. They allegedly did not get along, so because the movie is about female friendship, that might have been a problem. Here, the actresses clearly admire and respect each other. Hart Bochner and Meg Ryan have supporting parts and are both excellent, in particular Bochner, who never got many decent parts in movies, as far as I am concerned. George Cukor did not make another movie after this, so this was a good one to go out on.",1
16078,"but it's worth watching for Boyer, Lorre and Paxinou. Greene's entertainments that were filmed during the war either required transplanting to American shores, as in This Gun for Hire, or the use of American actors in roles where they did not fit. Bacall fits that part here. I kept waiting for her to whistle and bring Bogie to life; her tone of voice is simply all wrong for an upper class Englishwoman. But listen to the dialogue! No, people don't talk that way except in books, but Greene was sending a message about an England that needed to wake up to the dangers of the world. One other positive note: Greene's range of characters were kept whole. While Mr. Mukerjee resembled more a Brahamin, at least his nationality was kept, and his final conversation with Paxinou is priceless.",1
40389,All I have to say is one word...SUCKS!!!!. The only reason I gave this a 2 is because Josh Hartnett was in it and he's cool. Should have beat that Klein guys ass...stupid dumb and brainless. By the end of this movie you can't stand Klein and you really don't care what happens to Leelee. Hartnett was the only good thing about it.,0
43931,"i do not understand at all why this movie received such good grades from critics - - i've seen tens of documentaries (on TV) about the wine world which were much much better when (if) you watch it, please think of two very annoying aspects of mondovino : first, the filming is just awful and terrible and upsetting : to me, it looked like the guy behind the camera just received the material and was playing with it : plenty of zooms (for no purpose other than pushing the button in/out) for instance - - i almost stopped to watch it because of that ! secondly, the interviewer (the director i think) is not really relevant : he looks like and ask questions like a boy scout, not like a journalist, even if the general idea and themes would have been interesting, too bad conclusion: overrated documentary, maybe only for guys who do not know nothing about wine => not recommended at all (2/10)",0
24218,"Love hurts. That, I think, is the main message Mike Binder's newest film Reign Over Me brings across. Whether that love has caused your relationship to become stagnant, or has brought anger from the one you love cheating for years, or has broken your heart to the point of being unable to open yourself up to the world, love hurts. The great thing about this film, however, is not in its portrayal of these lost souls trying to let their past heartbreaks go, but in the eventual restart of new bonds for the future. No one in this drama is perfect; they are all at some degree trapped emotionally in relationships that they can't free themselves from alone. There is some heavy subject material here and I credit Binder for never making the story turn into a political diatribe, but instead infusing the serious moments with some real nice comedic bits allowing the tale to stay character-based and small in scale compared to the epic event that looms overhead. What could have become a trite vehicle for opinions on how 9-11 effected us all, ends up being a story about two men and a connection they share that is the only thing which can save their lives from a life of depression and regret.<br /><br />This is a new career performance for Adam Sandler. I like to think that my favorite director Paul Thomas Anderson was the first to see the childish, pent-up anger in his stupid comedies as something to use dramatically. The juvenility of a character like Billy Madison allows for laughs and potty humor, but also can be used to show a repressed man, shy and shutout to the world around hima man with no confidence that needs an event of compassion to break him from his shell. Anderson let Sandler do just that in his masterpiece Punch-Drunk Love and Mike Binder has taken it one step further. Sandler plays former dentist Charlie Fineman whose wife and three kids were killed in one of the planes that took down the World Trade Center on 9-11. That one moment crushed any life that he had and as a result, he became reclusive and started to believe he couldn't remember anything that happened before that day. He really delivers a moving portrait of a man trying to keep up the charade in his head while those around him, those that love him, try and open him up to the reality of what happened and what the future holds. Always on edge and ready to snap at any moment when something is mentioned to spark the memory of his perished family, he goes through life with his iPod and headphones, shutting out everything so as not to be tempted remember.<br /><br />Reign Over Me is not about Charlie Fineman though, it is about dentist and family man Alan Johnson. A man that has trapped himself into a marriage and dental practice that both have stagnated into monotony, Johnson needs as much help in his life as his old college roommate Charlie does. Played perfectly by the always brilliant Don Cheadle, Johnson has lost his backbone to try and change his life. He has no friends and when he sees Charlie, by chance, one day, his life evolves into something he hasn't felt in 15 years. He revels in the chance to go out with an old friend no matter how much he has changed from the death of his family. Cheadle's character wants to revert back to the college days of hanging out and Sandler's doesn't mind because all that was before he met his wife. The two men get what they want and allow themselves to grow close despite the years of solitude that used to rule their lives. Once they begin opening up though, it is inevitable that the subject of the tragedy will creep up and test the façade they have created for themselves.<br /><br />The supporting cast does an amazing job helping keep up appearances for the two leads. Jada Pinkett Smith has never been an actress that impressed me and throughout the film played the tough as nails wife nicely, but it is her final scene on the phone with Cheadle that really showed me something different and true. Liv Tyler is a bit out of her element as a psychiatrist, but the movie calls her on this fact and makes the miscasting, perfect casting. The many small cameos are also effective, even writer/director Mike Binder's role as Sandler's old best friend and accountant, (my only gripe here is why he feels the need to put his name in the opening credits as an actor when it is everywhere, considering it is his film). Last but not least is the beautiful Saffron Burrows. She is a great actress and plays the love- crushed divorcée trying to put her life back together wonderfully. A role that seems comic relief at first, but ends up being an integral aspect for what is to come.<br /><br />Binder has crafted one of the best dramatic character studies I have seen in a long time. The direction is almost flawless, (the blurring between cuts and characters in the fore/ background really annoyed me in the beginning), the acting superb, and the story true to itself, never taking the easy way out or wrapping itself up with a neatly tied bow at the conclusion. Even the music was fantastic and used to enhance, not to lead us emotionally, (why after two great uses of the titular song by The Who did Binder feel the need to use the inferior Eddie Veddar remake for the end, I don't know, but it did unfortunately stick out for me). Reign Over Me is a film about love and how although it can cause the worst pain imaginable, it can also save us from regret and allow us to once again see the world as a place of beauty and hope.",1
33084,"The Messengers is a bad,generic and boring ''horror'' movie.The film has got a big problem:it does not scare.The performances and the screenplay are totally stupid.It uses old tricks for scaring and all the supernatural events make laugh.I would not call The Messengers as a bad movie...I would call it an accidental comedy because it's so bad that makes laugh.The only good thing about this movie is that it's short,so this crap will not stay with us for so long.There are a lot of masterpieces of horror genre which count with a low budget(like Subject Two,Lucky or May)which are sadly ignored,while this crap is all a success in the box office.So,I do not recommend this weak and pathetic horror film which is called The Messengers.",0
12466,"so altogether i found this documentary to be strange and really pointless. i know it got awards and things, but i personally did not enjoy it too much. there was no humor or drama in it to keep you interested, just a bunch of wierdos and their jobs. some of the people in are rather different which isn't a bad thing, it just didn't leave a good impression on me. i was thoroughly bored by this movie, no offense to my creative writing teacher. the circus theme throughout the whole movie was kinda cool but i didn't get it, and robotics and lion taming is definitely not my thing. the green animals thing was neat, i really liked the garden lots of colorful flowers, but how did these four jobs connect? it just didn't make much sense to me why someone would make a movie about that. But if you are into stuff like this you might enjoy it. who am i to stand in your way. I am just forewarning you about possible suffering.",0
16190,"If it were possible to distill the heart and soul of the sport--no, the pure lifestyle--of surfing to its perfect form, this documentary has done it. This documentary shows the life isn't just about the waves, but it's more about the people, the pioneers, and the modern day vanguard that are pushing the envelope of big wave further than it's ever been.<br /><br />Stacy Peralta--a virtual legend from my early '80s skateboarding days as a SoCal teen--has edited reams of amazing stock and interview footage down to their essence and created what is not just a documentary, but a masterpiece of the genre. When his heart and soul is in the subject matter--and clearly it is here--his genius is fraught with a pure vision that doesn't glamorize, hype, or sentimentalize his subject. He reveres surfers and the surfing/beach lifestyle, but doesn't whitewash it either. There is a gritty reality to the sport as well.<br /><br />There is so much that could be said about this documentary, about the surfers, the early history of the sport, and the wild big wave surfers it profiles. Greg Noll, the first big wave personality who arguably pioneered the sport; Jeff Carter, an amazing guy who rode virtually alone for 15 years on Northern California's extremely dangerous Maverick's big surf; and, the centerpiece of the documentary, Laird Hamliton, big wave surfing's present day messiah.<br /><br />There is tremendous heart and warmth among all these guys--and a few girls who show up on camera--and a deep and powerful love for surfing and the ocean that comes through in every word. I found the story of how Hamilton's adopted father met him and how Hamilton as a small 4- or 5-year old boy practically forced him to be his dad especially heartwarming (and, again, stripped of syrupy sentimentality).<br /><br />If you like surfing--or even if you don't--this is a wonderful documentary that must be watched, if only because you're a student of the form or someone who simply appreciates incredibly well-done works of art.",1
43774,"There were heist movies before this one, and indeed the likes of Rififi were an obvious influence on it - but The Red Circle is more than just another entry in an overpopulated genre and with this film, director Jean-Pierre Melville has managed to create something that both thrills on the surface and gives its audience something to think about. Being cool is just as important a feature of the modern crime movie as guns and gangsters, and Melville delivers that with this film in droves; the tone of the film is very relaxed too and Melville allows the bulk of the film to bubble under the cool exterior. The story has a number of angles but the central character is Corey - a thief who is released from prison. His release coincides with the escape of infamous murderer Vogel, who slips from under the nose of Police Commissioner Mattei during a train ride. The first thing Corey does upon release is steal some money from his former boss Rico, and the second thing he does is recruit Vogel and a sharpshooter to help him pull of a jewel heist. But Rico and the police are hot on the thieves' tails...<br /><br />The film is bolted together by four excellent central performances. Alain Delon is calm and calculating as the film's anti-hero, while Gian Maria Volontè looks formidable in his role as the escaped murderer. François Périer is good also as a dubious club owner, while the real standout performance comes from André Bourvil in his role as the police commissioner. The film runs at almost two and a half hours and is not exactly a thrill ride. However, the director keeps things interesting by keeping the action focused on the important elements. The film does feature crime film stapes such as shootings, but they are kept to a minimum. The first two thirds of the movie are really just building up to the suspenseful heist scene towards the end. Rififi was most famous for its heist sequence - an intricately designed scene in which nobody speaks a word. The heist in this film is similar in that it is also wordless, and I have to say that I preferred the scene in Rififi; but Melville's skill in direction and the calm and composed way that it plays out make good of it. The film boils down to an exciting climax that rounds it all off nicely. Overall, this might not appeal to all crime film fans as the action is more than a little bit slow; but The Red Circle is an excellent film and deserves its reputation as a masterpiece.",1
30894,"Oh My Gosh!!!! This was the first movie Broken Lizard made as a group (although it just recently came to video), and I have never been more disappointed in my entire life!!! I tell you what, if I had seen this movie before I saw Super Troopers (which by the way, is a kick A$$ movie!!!), I never ever would have watched it!! I had read several reviews online, as well as on the cover of the DVD, that raved it as being,""Broken Lizard's funniest movie ever!"" Now if they were referring to Super Troopers as being their funniest movie ever, I would agree nonstop, but not this one. Talk about dry. It took the movie a good 45 minutes to even get going, and by then, I was so out of the mood to watch it, that it wasn't even worth it. Maybe you gotta be high for it to really be funny? I dunno. I love these guys, I really do, but that movie is by far the worst one they've made. Club Dread was a pretty good movie, but this one, just wow. I'd highly recommend Super Troopers if you want a good laugh, but if you want more of a romance, drama, with a few funny spots, I'd say go with Puddle Cruiser. Just my opinion though, everyone is entitled to their own! :)",0
34822,"A bad movie, but with one reel that is worth savoring. For most of the film, the jokes are bad, the songs are bad, even W.C. Fields is bad. Then there is one sequence with Bob Hope and his movie-ex; the dialogue is witty and the song (a version of ""Thanks for the Memories"") light, cynical and delightful. Who parachuted in for this one bit? Yet it makes the whole thing worth the original 25 cents admission.",0
5065,"A charming, funny film that gets a solid grade all around. I saw a screener of this film recently at work. It was so nice to see this film in contrast with all the crappy horror movies I see every day. So much so, that I figured I'd write in. Not sure if this film is going to theaters, but I hope it does. Its a nice film to see with friends, its a charmer, and has some funny jokes. The acting was terrific (especially Howard Hessman and Larry Dorf. The directing was pretty good (not a film that needed to be over-directed). What really makes this film stand out I think is the writing. It was like Neil Simon, Seinfeldish, and the banter between characters is smart and has a nice rhythm. As an aspiring screenwriter, I notice those things! (I'm a dork). Anyway, a really cute film that I recommend.",1
26184,"If you don't mind subtitles, you like comedy and truly interesting characters, along with a taste of something different from mainstream American cinema, then take a chance and rent this film.<br /><br />Two contrasting friends, (one very neurotic sweater, the other the strong quiet loner type) working for a jerk butcher in a smaller danish town, decide to strike out on they're own together and open a butcher shop themselves. Not successful at first they incorporate something new to they're recipe and become an instant hit with the village.<br /><br />That being an interesting story in itself, this smartly humorous film is laced with even more, (friendship, romance, crime, death, personal tragedy) that makes this film so funny yet riddled with numerous subtle interests that make it so interestingly funny yet warm and fuzzy.<br /><br />A must mention is the characters created and the actors making them believable. You can have the best script yet if the characters aren't believable it can sink a film and with this, the directing, acting, character believability and story all mesh so well they make this a very entertaining film.<br /><br />So, if your in the mood to stretch a lil, want to see something very good yet done a bit differently, then I suggest you rent this film while I'm on my way out to find more by director writer Anders Thomas Jensen.",1
22290,"Unbelievably bad acting, a no good, unclear story and flashy images and slow-motions where they are needed the least: Adrenaline is everything a movie should not be.<br /><br />Georgina Verbaan (a so-and-so dutch soap actress who hasn't attended her English classes) plays rich girl Freya, who has the habit of 'thrill-seeking'. Which basicly is doing dangerous stunts, break stuff and annoy people. And not in a fun Jackass way. Then there's Dracko (Rivas). He kinda leads the bunch but has other illegal activities on the side. Then there's Freya's dad (Lockyer), who plays a dubious role as well. And, in the end, we got Jason (debutant Fyall), the boyfriend of Freya.<br /><br />One day, Freya gets disappeared and everybody seems involved but we, the viewer really don't care as nobody of the cast is either likable or believable, and the story doesn't make any sense.<br /><br />Why was this even made? 2/10.",0
19434,"Shot into car from through the windscreen, someone is playing someone else their latest song, someone else didn't react, according to the voice-over. I just wonder how that came to be made. There were too many scenes in this movie that I wondered about how come a camera was there. If the scenes shot where the Warhols descended on a BJM post-party are true then that was inexcusable exploitation to the max, if not, then it was a total fabrication, either way it made me uncomfortable, if that was the purpose? All the way thru this movie I kept wondering how the footage came about. Taken at face value, a nice portrait of the (tortured) genius we all believe ourselves to be.",1
1333,"Nick Nolte gives an excellent performance in Kurt Vonnegut's dark tale. Notle plays Howard W. Campbell who was a double agent working in propaganda during World War II. After the war, he lives anonymously until competing factions wish to dig up his past. As with much of Vonnegut's work, this is a meditation on the absurdity of war and those who use propaganda for their own aims. Nolte is fantastic - self assured and confident as the younger Campbell, and then broken and haunted as the older man who is forced to atone for the sins of his past. (7 out of 10)",1
